nombre_registro_creador,id_persona,nombres_persona,apellidos_persona,seudonimo_persona,otros_nombres,ano_nacimiento,ano_muerte,sexo,nacionalidad,pais_nacimiento,ciudad_nacimiento,ocupaciones,id_img__persona_fk,obra_en_coleccion_MTL,url_wikipedia_persona,observaciones_personas,,tipo_creador
Eduardo Cruz,1809,Eduardo,Cruz,,,,,,,,,artista,,0,,,,
Eduardo Esparza,1810,Eduardo,Esparza,,,,,,,,,artista,,0,,,,
Eduardo Esperanza,1811,Eduardo,Esperanza,,,,,,,,,artista,,0,,,,
Eduardo Fornasari,1812,Eduardo,Fornasari,,,,,,,,,artista,,0,,,,
Eduardo Hernández,1813,Eduardo,Hernández,,,,,,,,,artista,,0,,,,
Eduardo Hoffmann,1814,Eduardo,Hoffmann,,,,,,,,,artista,,0,,,,
Eduardo Medici,1815,Eduardo,Medici,,,,,,,,,artista,,0,,,,
Eduardo Moll,1816,Eduardo,Moll,,,,,,,,,artista,,0,,,,
Eduardo Morán,1817,Eduardo,Morán,,,,,,,,,artista,,0,,,,
Eduardo Pradilla,1818,Eduardo,Pradilla,,,,,,,,,artista,,0,,,,
Eduardo Roca,1819,Eduardo,Roca,,,,,,,,,artista,,0,,,,
Eduardo Terrazas,1820,Eduardo,Terrazas,,,,,,,,,artista,,0,,,,
Eduard Spelterni,1821,Eduard,Spelterni,,,,,,,,,artista,,0,,,,
Edmundo Aquino,1822,Edmundo,Aquino,,,,,,,,,artista,,0,,,,
Edmundo Velarde,1823,Edmundo,Velarde,,,,,,,,,artista,,0,,,,
Edmond-Edouard Boissonnas,1824,Edmond-Edouard,Boissonnas,,,,,,,,,artista,,0,,,,
Edith Jiménez,1825,Edith,Jiménez,,,,,,,,,artista,,0,,,,
Edith Verihn,1826,Edith,Verihn,,,,,,,,,artista,,0,,,,
Edilberto Sierra,1827,Edilberto,Sierra,,,,,,,,,artista,,0,,,,
Edgard Pillet,1828,Edgard,Pillet,,,,,,,,,artista,,0,,,,
Édgar Plata,1829,Édgar,Plata,,,,,,,,,artista,,0,,,,
Édgar Riveral,1830,Édgar,Riveral,,,,,,,,,artista,,0,,,,
Édgar Silva,1831,Édgar,Silva,,,,,,,,,artista,,0,,,,
Ed Paschke,1832,Ed,Paschke,,,,,,,,,artista,,0,,,,
Ed Ruscha,1833,Ed,Ruscha,,,,,,,,,artista,,0,,,,
Duván López,1834,Duván,López,,,,,,,,,artista,,0,,,,
Dusan Percinkov,1835,Dusan,Percinkov,,,,,,,,,artista,,0,,,,
Durlet,1836,Durlet,,,,,,,,,,artista,,0,,,,
Doris Quarella,1837,Doris,Quarella,,,,,,,,,artista,,0,,,,
Doris Rosonfeld,1838,Doris,Rosonfeld,,,,,,,,,artista,,0,,,,
Doris Salcedo,1839,Doris,Salcedo,,,,,,,,,artista,,0,,,,
Don Mabie,1840,Don,Mabie,,,,,,,,,artista,,0,,,,
Don Nice,1841,Don,Nice,,,,,,,,,artista,,0,,,,
Dominique Mazeud,1842,Dominique,Mazeud,,,,,,,,,artista,,0,,,,
Dominik Harborth,1843,Dominik,Harborth,,,,,,,,,artista,,0,,,,
Domingo López,1844,Domingo,López,,,,,,,,,artista,,0,,,,
Dolf Preisig,1845,Dolf,Preisig,,,,,,,,,artista,,0,,,,
Diva Ramírez,1846,Diva,Ramírez,,,,,,,,,artista,,0,,,,
Diva Velásquez,1847,Diva,Velásquez,,,,,,,,,artista,,0,,,,
Dioscórides,1848,Dioscórides,,,,,,,,,,artista,,0,,,,
Dioscórides Pérez,1849,Dioscórides,Pérez,,,,,,,,,artista,,0,,,,
Dinora Doudtchitzki,1850,Dinora,Doudtchitzki,,,,,,,,,artista,,0,,,,
Dila,1851,Dila,,,,,,,,,,artista,,0,,,,
Diego Barbosa,1852,Diego,Barbosa,,,,,,,,,artista,,0,,,,
Diego Buenahora,1853,Diego,Buenahora,,,,,,,,,artista,,0,,,,
Diego Mendoza,1854,Diego,Mendoza,,,,,,,,,artista,,0,,,,
Diego Pombo,1855,Diego,Pombo,,,1954,,M,Colombiana,Colombia,Manizalez ,artista,,0,,,,
Dianna Lasso,1856,Dianna,Lasso,,,,,,,,,artista,,0,,,,
Diane Flyr,1857,Diane,Flyr,,,,,,,,,artista,,0,,,,
Diane Sheehan,1858,Diane,Sheehan,,,,,,,,,artista,,0,,,,
Diana Dowek,1859,Diana,Dowek,,,,,,,,,artista,,0,,,,
Diana Monroy,1860,Diana,Monroy,,,,,,,,,artista,,0,,,,
Di Rosa,1861,Di,Rosa,,,,,,,,,artista,,0,,,,
Derrel Morris,1862,Derrel,Morris,,,,,,,,,artista,,0,,,,
Denry Torres,1863,Denry,Torres,,,,,,,,,artista,,0,,,,
Demián Flórez,1864,Demián,Flórez,,,,,,,,,artista,,0,,,,
Demesio Antúnez,1865,Demesio,Antúnez,,,,,,,,,artista,,0,,,,
Delcy Morelos,1866,Delcy,Morelos,,,1967,,F,Colombiana,Colombia,Tierra alta/ Córdoba,artista,,0,,,,
Del Lindo,1867,Del,Lindo,,,,,,,,,artista,,0,,,,
Debra Rapoport,1868,Debra,Rapoport,,,,,,,,,artista,,0,,,,
Deborah Aguado,1869,Deborah,Aguado,,,,,,,,,artista,,0,,,,
Debby Doolittle,1870,Debby,Doolittle,,,,,,,,,artista,,0,,,,
Dean Lindsay,1871,Dean,Lindsay,,,,,,,,,artista,,0,,,,
David Aronson,1872,David,Aronson,,,,,,,,,artista,,0,,,,
David Blackwood,1873,David,Blackwood,,,,,,,,,artista,,0,,,,
David Consuegra,1874,David,Consuegra,,,,,,,,,artista,,0,,,,
David Dowler,1875,David,Dowler,,,,,,,,,artista,,0,,,,
David Hammons,1876,David,Hammons,,,,,,,,,artista,,0,,,,
David Hare,1877,David,Hare,,,,,,,,,artista,,0,,,,
David Hockney,1878,David,Hockney,,,,,,,,,artista,,0,,,,
David Laplantz,1879,David,Laplantz,,,,,,,,,artista,,0,,,,
David Tisdale,1880,David,Tisdale,,,,,,,,,artista,,0,,,,
David Urso,1881,David,Urso,,,,,,,,,artista,,0,,,,
David Walsh,1882,David,Walsh,,,,,,,,,artista,,0,,,,
Darío Jiménez,1883,Darío,Jiménez,,,,,,,,,artista,,0,,,,
Darío Sierra,1884,Darío,Sierra,,,,,,,,,artista,,0,,,,
Darío Suro,1885,Darío,Suro,,,,,,,,,artista,,0,,,,
Darío Villalba,1886,Darío,Villalba,,,,,,,,,artista,,0,,,,
Darel Valenca,1887,Darel,Valenca,,,,,,,,,artista,,0,,,,
Darel Valentado,1888,Darel,Valentado,,,,,,,,,artista,,0,,,,
Daniele Fuller,1889,Daniele,Fuller,,,,,,,,,artista,,0,,,,
Daniel Angulo,1890,Daniel,Angulo,,,,,,,,,artista,,0,,,,
Daniel Fleckenstein,1891,Daniel,Fleckenstein,,,,,,,,,artista,,0,,,,
Daniel Maigné,1892,Daniel,Maigné,,,,,,,,,artista,,0,,,,
Daniel Osorio,1893,Daniel,Osorio,,,,,,,,,artista,,0,,,,
Daniel Scheimberg,1894,Daniel,Scheimberg,,,,,,,,,artista,,0,,,,
Daniel Vittet,1895,Daniel,Vittet,,,,,,,,,artista,,0,,,,
Dana Atchley,1896,Dana,Atchley,,,,,,,,,artista,,0,,,,
Dan Quest,1897,Dan,Quest,,,,,,,,,artista,,0,,,,
Dan Rizzie,1898,Dan,Rizzie,,,,,,,,,artista,,0,,,,
Damaso Ogaz,1899,Damaso,Ogaz,,,,,,,,,artista,,0,,,,
Dalia  Cugat,1900,Dalia,Cugat,,,,,,,,,artista,,0,,,,
Dagoberto Marcelo,1901,Dagoberto,Marcelo,,,,,,,,,artista,,0,,,,
Cynthia Schira,1902,Cynthia,Schira,,,,,,,,,artista,,0,,,,
Cuando Bermúdez,1903,Cuando,Bermúdez,,,,,,,,,artista,,0,,,,
Cristian Staub,1904,Cristian,Staub,,,,,,,,,artista,,0,,,,
Costa Leite,1905,Costa,Leite,,,,,,,,,artista,,0,,,,
Consuelo Barbosa,1906,Consuelo,Barbosa,,,,,,,,,artista,,0,,,,
Consuelo Lago,1907,Consuelo,Lago,,,,,,,,,artista,,0,,,,
Constanza Aguirre,1908,Constanza,Aguirre,,,,,,,,,artista,,0,,,,
Constanza Medina,1909,Constanza,Medina,,,,,,,,,artista,,0,,,,
Constantito Nivola,1910,Constantito,Nivola,,,,,,,,,artista,,0,,,,
Conrad,1911,Conrad,,,,,,,,,,artista,,0,,,,
Connie Utterbach,1912,Connie,Utterbach,,,,,,,,,artista,,0,,,,
Conchetto Pozzati,1913,Conchetto,Pozzati,,,,,,,,,artista,,0,,,,
Collin-Thibault,1914,Collin-Thibault,,,,,,,,,,artista,,0,,,,
Clorindo Testa,1915,Clorindo,Testa,,,,,,,,,artista,,0,,,,
Clinton Adams,1916,Clinton,Adams,,,,,,,,,artista,,0,,,,
Clifford Ellis,1917,Clifford,Ellis,,,,,,,,,artista,,0,,,,
Clever Machado,1918,Clever,Machado,,,,,,,,,artista,,0,,,,
Clemencia Echeverri,1919,Clemencia,Echeverri,,,,,,,,,artista,,0,,,,
Clemencia Lucena,1920,Clemencia,Lucena,,,,,,,,,artista,,0,,,,
Clayton Pond,1921,Clayton,Pond,,,,,,,,,artista,,0,,,,
Claudio Arango,1922,Claudio,Arango,,,,,,,,,artista,,0,,,,
Claudio Colucci,1923,Claudio,Colucci,,,,,,,,,artista,,0,,,,
Claudio Juárez,1924,Claudio,Juárez,,,,,,,,,artista,,0,,,,
Claudio Tozzi,1925,Claudio,Tozzi,,,,,,,,,artista,,0,,,,
Claudia Arango,1926,Claudia,Arango,,,,,,,,,artista,,0,,,,
Claudia Ebling,1927,Claudia,Ebling,,,,,,,,,artista,,0,,,,
Claudia Gil,1928,Claudia,Gil,,,,,,,,,artista,,0,,,,
Claudia Hakim,1929,Claudia,Hakim,,,,,,,,,artista,,0,,,,
Claudia Hernández,1930,Claudia,Hernández,,,,,,,,,artista,,0,,,,
Claudia Ortiz,1931,Claudia,Ortiz,,,,,,,,,artista,,0,,,,
Claudia Sandoval,1932,Claudia,Sandoval,,,,,,,,,artista,,0,,,,
Claudia Victoria,1933,Claudia,Victoria,,,1959,,F,Colombiana,Colombia,Zarzal,artista,,0,,,,
Claude Dieterich,1934,Claude,Dieterich,,,,,,,,,artista,,0,,,,
Claude Sandoz,1935,Claude,Sandoz,,,,,,,,,artista,,0,,,,
Claude Tousignant,1936,Claude,Tousignant,,,,,,,,,artista,,0,,,,
Clauco Rodrigues,1937,Clauco,Rodrigues,,,,,,,,,artista,,0,,,,
Clark Richard,1938,Clark,Richard,,,,,,,,,artista,,0,,,,
Clare Romano,1939,Clare,Romano,,,,,,,,,artista,,0,,,,
Clara Hurtado,1940,Clara,Hurtado,,,,,,,,,artista,,0,,,,
Clara Piedrahita,1941,Clara,Piedrahita,,,,,,,,,artista,,0,,,,
Claire Doebeli,1942,Claire,Doebeli,,,,,,,,,artista,,0,,,,
Ciro Palacios,1943,Ciro,Palacios,,,,,,,,,artista,,0,,,,
Cinda Sparling,1944,Cinda,Sparling,,,,,,,,,artista,,0,,,,
Christo,1945,Christo,,,,,,,,,,artista,,0,,,,
Christian Vogt,1946,Christian,Vogt,,,,,,,,,artista,,0,,,,
Charles-André Habib,1947,Charles-André,Habib,,,,,,,,,artista,,0,,,,
Charles Coiner,1948,Charles,Coiner,,,,,,,,,artista,,0,,,,
Charles Durheim,1949,Charles,Durheim,,,,,,,,,artista,,0,,,,
Charles Klabunde,1950,Charles,Klabunde,,,,,,,,,artista,,0,,,,
Charles White,1951,Charles,White,,,,,,,,,artista,,0,,,,
César García,1952,César,García,,,,,,,,,artista,,0,,,,
César Leal,1953,César,Leal,,,,,,,,,artista,,0,,,,
César Padilla,1954,César,Padilla,,,,,,,,,artista,,0,,,,
César Paternosto,1955,César,Paternosto,,,,,,,,,artista,,0,,,,
Ceri Richards,1956,Ceri,Richards,,,,,,,,,artista,,0,,,,
Celia Birbragher,1957,Celia,Birbragher,,,,,,,,,artista,,0,,,,
Cecilia Mejía,1958,Cecilia,Mejía,,,,,,,,,artista,,0,,,,
Cecilia Porras,1959,Cecilia,Porras,,,,,,,,,artista,,0,,,,
Cecilia Silva,1960,Cecilia,Silva,,,,,,,,,artista,,0,,,,
Ceballos,1961,Ceballos,,,,,,,,,,artista,,0,,,,
Cathy Berse,1962,Cathy,Berse,,,,,,,,,artista,,0,,,,
Catalina Parra,1963,Catalina,Parra,,,,,,,,,artista,,0,,,,
Carolina Franco,1964,Carolina,Franco,,,,,,,,,artista,,0,,,,
Carolina Llano,1965,Carolina,Llano,,,,,,,,,artista,,0,,,,
Carole Ceborowski,1966,Carole,Ceborowski,,,,,,,,,artista,,0,,,,
Cárol Reina,1967,Cárol,Reina,,,,,,,,,artista,,0,,,,
Carmenza Ángel,1968,Carmenza,Ángel,,,,,,,,,artista,,0,,,,
Carmenza Estrada,1969,Carmenza,Estrada,,,,,,,,,artista,,0,,,,
Carmen Espinosa,1970,Carmen,Espinosa,,,,,,,,,artista,,0,,,,
Carmen Mazariegos,1971,Carmen,Mazariegos,,,,,,,,,artista,,0,,,,
Carmen Rey,1972,Carmen,Rey,,,,,,,,,artista,,0,,,,
Carmelo Carra,1973,Carmelo,Carra,,,,,,,,,artista,,0,,,,
Carmela Gross,1974,Carmela,Gross,,,,,,,,,artista,,0,,,,
Carlota Bentham,1975,Carlota,Bentham,,,,,,,,,artista,,0,,,,
Carlos Altamirano,1976,Carlos,Altamirano,,,,,,,,,artista,,0,,,,
Carlos Avendaño,1977,Carlos,Avendaño,,,,,,,,,artista,,0,,,,
Carlos Blanco,1978,Carlos,Blanco,,,1961,,M,Colombiana,Colombia ,Bogotá,artista,,0,,,,
Carlos Caicedo,1979,Carlos,Caicedo,,,,,,,,,artista,,0,,,,
Carlos Cañas,1980,Carlos,Cañas,,,,,,,,,artista,,0,,,,
Carlos Capelán,1981,Carlos,Capelán,,,,,,,,,artista,,0,,,,
Carlos Contramaestre,1982,Carlos,Contramaestre,,,,,,,,,artista,,0,,,,
Carlos Dávila,1983,Carlos,Dávila,,,,,,,,,artista,,0,,,,
Carlos Delgado,1984,Carlos,Delgado,,,,,,,,,artista,,0,,,,
Carlos Duque,1985,Carlos,Duque,,,,,,,,,artista,,0,,,,
Carlos Echeverry,1986,Carlos,Echeverry,,,,,,,,,artista,,0,,,,
Carlos Gallardo,1987,Carlos,Gallardo,,,,,,,,,artista,,0,,,,
Carlos Gorriarena,1988,Carlos,Gorriarena,,,,,,,,,artista,,0,,,,
Carlos Irrizarry,1989,Carlos,Irrizarry,,,,,,,,,artista,,0,,,,
Carlos Laos-Brache,1990,Carlos,Laos-Brache,,,,,,,,,artista,,0,,,,
Carlos Leppe,1991,Carlos,Leppe,,,,,,,,,artista,,0,,,,
Carlos Martins,1992,Carlos,Martins,,,,,,,,,artista,,0,,,,
Carlos Maturana,1993,Carlos,Maturana,Bororo,,,,,,,,artista,,0,,,,
Carlos Pinilla,1994,Carlos,Pinilla,,,,,,,,,artista,,0,,,,
Carlos Poveda,1995,Carlos,Poveda,,,,,,,,,artista,,0,,,,
Carlos Quintana,1996,Carlos,Quintana,,,,,,,,,artista,,0,,,,
Carlos Ruiz,1997,Carlos,Ruiz,,,,,,,,,artista,,0,,,,
Carlos Sessano,1998,Carlos,Sessano,,,,,,,,,artista,,0,,,,
Carlos Summers,1999,Carlos,Summers,,,1925,,M,Norteamericano,Estados Unidos,Nueva York ,artista,,0,,,,
Carlos Vergara,2000,Carlos,Vergara,,,,,,,,,artista,,0,,,,
Carlos Zúñiga,2001,Carlos,Zúñiga,,,,,,,,,artista,,0,,,,
Carl-August Koch,2002,Carl-August,Koch,,,,,,,,,artista,,0,,,,
Candida Hofer,2003,Candida,Hofer,,,,,,,,,artista,,0,,,,
Candid Lang,2004,Candid,Lang,,,,,,,,,artista,,0,,,,
Candace Loheed,2005,Candace,Loheed,,,,,,,,,artista,,0,,,,
Camilo Lleras,2006,Camilo,Lleras,,,,,,,,,artista,,0,,,,
Camilo Pineda,2007,Camilo,Pineda,,,,,,,,,artista,,0,,,,
Camille Billops,2008,Camille,Billops,,,,,,,,,artista,,0,,,,
Bruno Barbey,2009,Bruno,Barbey,,,,,,,,,artista,,0,,,,
Bruno Bruni,2010,Bruno,Bruni,,,,,,,,,artista,,0,,,,
Bruno Munari,2011,Bruno,Munari,,,,,,,,,artista,,0,,,,
Bruetschy,2012,Bruetschy,,,,,,,,,,artista,,0,,,,
Bruce Beck,2013,Bruce,Beck,,,,,,,,,artista,,0,,,,
Bruce McCombs,2014,Bruce,McCombs,,,,,,,,,artista,,0,,,,
Bruce Metcalf,2015,Bruce,Metcalf,,,,,,,,,artista,,0,,,,
Brigid O´Hanrahan,2016,Brigid,O´Hanrahan,,,,,,,,,artista,,0,,,,
Brent Kington,2017,Brent,Kington,,,,,,,,,artista,,0,,,,
Brassai,2018,Brassai,,,,,,,,,,artista,,0,,,,
Boro,2019,Boro,,,,,,,,,,artista,,0,,,,
Boris Jesih,2020,Boris,Jesih,,,,,,,,,artista,,0,,,,
Boo Poulin,2021,Boo,Poulin,,,,,,,,,artista,,0,,,,
Bobert McBryde,2022,Bobert,McBryde,,,,,,,,,artista,,0,,,,
Bob Natalini,2023,Bob,Natalini,,,,,,,,,artista,,0,,,,
Bjorn Lindroos,2024,Bjorn,Lindroos,,,,,,,,,artista,,0,,,,
Binicio Horta,2025,Binicio,Horta,,,,,,,,,artista,,0,,,,
Billy Escobar,2026,Billy,Escobar,,,,,,,,,artista,,0,,,,
Bill Harris,2027,Bill,Harris,,,,,,,,,artista,,0,,,,
Bignia Corradini,2028,Bignia,Corradini,,,,,,,,,artista,,0,,,,
Bhakti Ziek,2029,Bhakti,Ziek,,,,,,,,,artista,,0,,,,
Betty Goodwin,2030,Betty,Goodwin,,,,,,,,,artista,,0,,,,
Bertrand,2031,Bertrand,,,,,,,,,,artista,,0,,,,
Bernhard Moosbrugger,2032,Bernhard,Moosbrugger,,,,,,,,,artista,,0,,,,
Bernd Becher,2033,Bernd,Becher,,,,,,,,,artista,,0,,,,
Bernd Volkle,2034,Bernd,Volkle,,,,,,,,,artista,,0,,,,
Bernardo Krasnianski,2035,Bernardo,Krasnianski,,,,,,,,,artista,,0,,,,
Bernardo Ortiz,2036,Bernardo,Ortiz,,,,,,,,,artista,,0,,,,
Bernard Dreyfus,2037,Bernard,Dreyfus,,,,,,,,,artista,,0,,,,
Bernard Meadows,2038,Bernard,Meadows,,,,,,,,,artista,,0,,,,
Bernard Schultze,2039,Bernard,Schultze,,,,,,,,,artista,,0,,,,
Bernanrdo Salcedo,2040,Bernanrdo,Salcedo,,,,,,,,,artista,,0,,,,
Bernal Ponce,2041,Bernal,Ponce,,,,,,,,,artista,,0,,,,
Bernado Salcedo,2042,Bernado,Salcedo,,,,,,,,,artista,,0,,,,
Benjamín Farbiarz,2043,Benjamín,Farbiarz,,,,,,,,,artista,,0,,,,
Benjamín Villegas,2044,Benjamín,Villegas,,,,,,,,,artista,,0,,,,
Benito Rojo,2045,Benito,Rojo,,,,,,,,,artista,,0,,,,
Benhur Sánchez,2046,Benhur,Sánchez,,,,,,,,,artista,,0,,,,
Ben,2047,Ben,,,,,,,,,,artista,,0,,,,
Ben Sakoguchi,2048,Ben,Sakoguchi,,,,,,,,,artista,,0,,,,
Ben Shahn,2049,Ben,Shahn,,,,,,,,,artista,,0,,,,
Beltrán Obregón,2050,Beltrán,Obregón,,,1964,,M,Española,España ,Barcelona,artista,,0,,,,
Belle Kuhn,2051,Belle,Kuhn,,,,,,,,,artista,,0,,,,
Beggardtaff Brothers,2052,Beggardtaff,Brothers,,,,,,,,,artista,,0,,,,
Beatriz Echeverry,2053,Beatriz,Echeverry,,,,,,,,,artista,,0,,,,
Beatriz Grau,2054,Beatriz,Grau,,,1965,,F,Venezolana,Venezuela ,Caracas,artista,,0,,,,
Beatriz Jaramillo,2055,Beatriz,Jaramillo,,,,,,,,,artista,,0,,,,
Beatriz Montana,2056,Beatriz,Montana,,,,,,,,,artista,,0,,,,
Beatriz Torres,2057,Beatriz,Torres,,,,,,,,,artista,,0,,,,
Bass Pression,2058,Bass,Pression,,,,,,,,,artista,,0,,,,
Barbara Hepworth,2059,Barbara,Hepworth,,,,,,,,,artista,,0,,,,
Barbara Jones,2060,Barbara,Jones,,,,,,,,,artista,,0,,,,
Balthasar Burkhard,2061,Balthasar,Burkhard,,,,,,,,,artista,,0,,,,
B.P.,2062,B.P.,,,,,,,,,,artista,,0,,,,
Axel Knopp,2063,Axel,Knopp,,,,,,,,,artista,,0,,,,
Aurora Brown,2064,Aurora,Brown,,,,,,,,,artista,,0,,,,
Astrid Campo,2065,Astrid,Campo,,,1962,,F,Colombiana,Colombia ,Cali,artista,,0,,,,
Asdrúbal Medina,2066,Asdrúbal,Medina,,,,,,,,,artista,,0,,,,
Arturo Aguilar,2067,Arturo,Aguilar,,,,,,,,,artista,,0,,,,
Art Kane,2068,Art,Kane,,,,,,,,,artista,,0,,,,
Art Rongger,2069,Art,Rongger,,,,,,,,,artista,,0,,,,
Arquiestudio,2070,Arquiestudio,,,,,,,,,,artista,,0,,,,
Arnold Belkin,2071,Arnold,Belkin,,,,,,,,,artista,,0,,,,
Arnold Leissler,2072,Arnold,Leissler,,,,,,,,,artista,,0,,,,
Arnold Saks,2073,Arnold,Saks,,,,,,,,,artista,,0,,,,
Arnal Ballester,2074,Arnal,Ballester,,,,,,,,,artista,,0,,,,
Armleder,2075,Armleder,,,,,,,,,,artista,,0,,,,
Armando Montoya,2076,Armando,Montoya,,,,,,,,,artista,,0,,,,
Armando Morales,2077,Armando,Morales,,,,,,,,,artista,,0,,,,
Armando Rearte,2078,Armando,Rearte,,,,,,,,,artista,,0,,,,
Armando Rosales,2079,Armando,Rosales,,,,,,,,,artista,,0,,,,
Armando Villegas,2080,Armando,Villegas,,,,,,,,,artista,,0,,,,
Arline Fisch,2081,Arline,Fisch,,,,,,,,,artista,,0,,,,
Aristides Coen,2082,Aristides,Coen,,,,,,,,,artista,,0,,,,
Aristides Mateos,2083,Aristides,Mateos,,,,,,,,,artista,,0,,,,
Argemiro Vélez,2084,Argemiro,Vélez,,,,,,,,,artista,,0,,,,
Arbey Arce,2085,Arbey,Arce,,,,,,,,,artista,,0,,,,
Antonio Amaral,2086,Antonio,Amaral,,,,,,,,,artista,,0,,,,
Antonio Lazo,2087,Antonio,Lazo,,,,,,,,,artista,,0,,,,
Antonio Pérez,2088,Antonio,Pérez,,,,,,,,,artista,,0,,,,
Antonio Ramírez,2089,Antonio,Ramírez,,,,,,,,,artista,,0,,,,
Antonio Varela,2090,Antonio,Varela,,,,,,,,,artista,,0,,,,
Antonieta Zacarelli,2091,Antonieta,Zacarelli,,,,,,,,,artista,,0,,,,
Anton Bruhin,2092,Anton,Bruhin,,,,,,,,,artista,,0,,,,
Annemarie Meier,2093,Annemarie,Meier,,,,,,,,,artista,,0,,,,
Annelies Feige,2094,Annelies,Feige,,,,,,,,,artista,,0,,,,
Ann Wilson,2095,Ann,Wilson,,,,,,,,,artista,,0,,,,
Anita Durán,2096,Anita,Durán,,,,,,,,,artista,,0,,,,
Aníbal Villacís,2097,Aníbal,Villacís,,,,,,,,,artista,,0,,,,
Angélica Caporaso,2098,Angélica,Caporaso,,,,,,,,,artista,,0,,,,
Ángela Echeverri,2099,Ángela,Echeverri,,,,,,,,,artista,,0,,,,
Ángel Becassino,2100,Ángel,Becassino,,,,,,,,,artista,,0,,,,
Ángel Reyes,2101,Ángel,Reyes,,,,,,,,,artista,,0,,,,
Andrew Garn,2102,Andrew,Garn,,,,,,,,,artista,,0,,,,
Andrés Fresneda,2103,Andrés,Fresneda,,,,,,,,,artista,,0,,,,
Andrés Villa,2104,Andrés,Villa,,,,,,,,,artista,,0,,,,
Andréas Aas,2105,Andréas,Aas,,,,,,,,,artista,,0,,,,
Andreas Wolfensberger,2106,Andreas,Wolfensberger,,,,,,,,,artista,,0,,,,
Andrea Gursky,2107,Andrea,Gursky,,,,,,,,,artista,,0,,,,
Andrea Valencia,2108,Andrea,Valencia,,,1973,,F,Colombiana,Colombia,Cali,artista,,0,,,,
Andre Derain,2109,Andre,Derain,,,,,,,,,artista,,0,,,,
Ana Eckell,2110,Ana,Eckell,,,,,,,,,artista,,0,,,,
Amy Davison,2111,Amy,Davison,,,,,,,,,artista,,0,,,,
Amparo Restrepo,2112,Amparo,Restrepo,,,,,,,,,artista,,0,,,,
Américo Castilla,2113,Américo,Castilla,,,,,,,,,artista,,0,,,,
Amelia Cajigas,2114,Amelia,Cajigas,,,,,,,,,artista,,0,,,,
Amelia Peláez,2115,Amelia,Peláez,,,,,,,,,artista,,0,,,,
Álvaron Sierra,2116,Álvaron,Sierra,,,,,,,,,artista,,0,,,,
Álvaro Carmenes,2117,Álvaro,Carmenes,,,,,,,,,artista,,0,,,,
Álvaro Díaz,2118,Álvaro,Díaz,,,,,,,,,artista,,0,,,,
Álvaro Gómez Campuzano,2119,Álvaro,Gómez Campuzano,,,,,,,,,artista,,0,,,,
Álvaro Henao,2120,Álvaro,Henao,,,,,,,,,artista,,0,,,,
Álvaro Herazo,2121,Álvaro,Herazo,,,,,,,,,artista,,0,,,,
Álvaro Medina,2122,Álvaro,Medina,,,,,,,,,artista,,0,,,,
Álvaro Ricardo Herrera,2123,Álvaro,Ricardo Herrera,,,1974,,M,Colombiana,Colombia,Bogotá ,artista,,0,,,,
Álvaro Sánchez,2124,Álvaro,Sánchez,,,,,,,,,artista,,0,,,,
Álvaro Sotillo,2125,Álvaro,Sotillo,,,,,,,,,artista,,0,,,,
Alselmo Carrera Rojas,2126,Alselmo,Carrera Rojas,,,,,,,,,artista,,0,,,,
Alredo Sosabravo,2127,Alredo,Sosabravo,,,,,,,,,artista,,0,,,,
Alphons-María Mucha,2128,Alphons-María,Mucha,,,,,,,,,artista,,0,,,,
Aloysio Magalhaes,2129,Aloysio,Magalhaes,,,,,,,,,artista,,0,,,,
Alonso Ocampo,2130,Alonso,Ocampo,,,,,,,,,artista,,0,,,,
Alonso Quijano,2131,Alonso,Quijano,,,,,,,,,artista,,0,,,,
Aloísio Magalhaes,2132,Aloísio,Magalhaes,,,,,,,,,artista,,0,,,,
Alo Zanetta,2133,Alo,Zanetta,,,,,,,,,artista,,0,,,,
Alnfonso Quijano,2134,Alnfonso,Quijano,,,,,,,,,artista,,0,,,,
Allin Braund,2135,Allin,Braund,,,,,,,,,artista,,0,,,,
Allan Edmunds,2136,Allan,Edmunds,,,,,,,,,artista,,0,,,,
Alirio Rodríguez,2137,Alirio,Rodríguez,,,,,,,,,artista,,0,,,,
Alipio Jaramillo,2138,Alipio,Jaramillo,,,,,,,,,artista,,0,,,,
Alicia Carletti,2139,Alicia,Carletti,,,,,,,,,artista,,0,,,,
Alicia Tafur,2140,Alicia,Tafur,,,,,,,,,artista,,0,,,,
Alicia Vega,2141,Alicia,Vega,,,,,,,,,artista,,0,,,,
Alice H. Klein,2142,Alice H.,Klein,,,,,,,,,artista,,0,,,,
Alfredo da Silva,2143,Alfredo,da Silva,,,,,,,,,artista,,0,,,,
Alfredo de Vicenzo,2144,Alfredo,de Vicenzo,,,,,,,,,artista,,0,,,,
Alfredo Gamonal,2145,Alfredo,Gamonal,,,,,,,,,artista,,0,,,,
Alfredo González Rostgaard,2146,Alfredo,González Rostgaard,,,,,,,,,artista,,0,,,,
Alfredo Izquierdo,2147,Alfredo,Izquierdo,,,,,,,,,artista,,0,,,,
Alfredo López,2148,Alfredo,López,,,,,,,,,artista,,0,,,,
Alfredo Núñez Booth,2149,Alfredo,Núñez Booth,,,,,,,,,artista,,0,,,,
Alfredo Prior,2150,Alfredo,Prior,,,,,,,,,artista,,0,,,,
